"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29"
"1105",0,0.2,0.05,0.50027413095533,0.0861428253026799,6864,0.00505260089988708,0.00191074199773009,165,0.162714842986315,0.0520855542737991,0.144881178531796,0.181218430260196,5,4,4,4,3,1,2,1,92,3,10,8,17,3,9,7
"1106",0,0.2,0.05,0.47781241653312,0.0607484686604591,5382,0.0092517729343566,0.00296784838303821,128,0.0209300255868584,0.140211491845548,0.105591996852309,0.16158704017289,4,5,5,4,1,1,3,2,63,6,104,2,54,6,88,2
"1107",0,0.2,0.05,0.549408165049392,0.087365589301776,5561,0.057518759960645,0.0251369340282349,155,0.161496677808464,0.195615145051852,0.191586743295193,0.152546371286735,5,5,4,4,2,3,3,3,51,149,6,50,43,116,5,42
"1108",0,0.2,0.05,0.499583604424203,0.0767470105128411,6047,0.01654351889165,0.00265586262909342,145,0.0487498781178147,0.158402085164562,0.0680124705657363,0.194412500131875,5,4,4,4,1,1,1,3,9,2,1,3,8,2,1,3
"1109",0,0.2,0.05,0.602008653704938,0.0978205082445166,4075,0.0608213793792117,0.0118938342702247,143,0.0643018357921392,0.143785500805825,0.0581746773794293,0.186453962652013,4,4,5,5,2,4,1,2,58,104,14,13,50,87,22,21
"1110",0,0.2,0.05,0.529154343489924,0.0659887614503023,5382,0.00406108722886939,0.00327256246443614,124,0.0887447175569832,0.0268152300734073,0.0781315579544753,0.0738631543703377,4,4,4,4,3,2,1,1,108,43,1,52,88,11,1,41
"1201",0,0.2,0.1,0.486145350679181,0.110160448720928,8846,0.00386038301887756,0.00181410326602448,228,0.0403363862074912,0.179677936993539,0.18893505372107,0.132159558497369,4,4,5,5,1,2,2,1,22,47,4,2,19,36,8,2
"1202",0,0.2,0.1,0.469201714783573,0.10275689452444,9201,0.00119054177958256,0.000617392308577359,228,0.0170271937735379,0.0450873232912272,0.0549061045981944,0.0544610132463276,5,4,4,5,2,1,2,2,72,2,108,22,65,2,15,19
"1203",0,0.2,0.1,0.525603454424036,0.142862226459342,7773,0.136524606860311,0.0393332959414459,267,0.188767867768183,0.188694991730154,0.0258317953441292,0.166689763125032,4,5,5,4,3,3,1,3,65,3,14,193,47,3,12,141
"1204",0,0.2,0.1,0.480429037615825,0.105290636570161,8117,0.00336985634625704,0.00303140517886232,221,0.120420134952292,0.120878810808063,0.0249266888480634,0.0589201848488301,4,5,4,4,2,1,2,1,13,12,17,11,10,33,14,20
"1205",0,0.2,0.1,0.527688106134902,0.131577967383688,8823,0.00949386152388954,0.00110821016100307,252,0.162714842986315,0.0520855542737991,0.144881178531796,0.181218430260196,5,4,4,4,1,1,1,2,9,37,1,83,9,31,1,64
"1206",0,0.2,0.1,0.478532530737043,0.104692740078548,9620,0.00419269149838194,0.00105445075676221,217,0.0209300255868584,0.140211491845548,0.105591996852309,0.16158704017289,4,5,5,4,1,2,2,2,48,120,21,12,49,104,32,12
"1207",0,0.2,0.1,0.519958183502234,0.12763544462634,8587,0.00783706071551814,0.00338456077053301,252,0.161496677808464,0.195615145051852,0.191586743295193,0.152546371286735,5,5,4,4,1,3,2,2,12,189,1,17,12,150,1,15
"1208",0,0.2,0.1,0.497478747730764,0.133978222652569,9539,0.00231692612042914,0.000738264601288267,264,0.0487498781178147,0.158402085164562,0.0680124705657363,0.194412500131875,5,4,4,4,1,1,2,2,47,13,203,4,35,13,162,3
"1209",0,0.2,0.1,0.504966985760753,0.124035378134847,7727,0.00520025011788834,0.00274844863954635,239,0.0643018357921392,0.143785500805825,0.0581746773794293,0.186453962652013,4,4,5,5,2,2,2,2,71,13,53,16,107,11,51,15
"1210",0,0.2,0.1,0.504536237807859,0.0990915839594219,8167,0.00539984371184687,0.00124487844773431,209,0.0887447175569832,0.0268152300734073,0.0781315579544753,0.0738631543703377,4,4,4,4,2,1,2,1,9,44,40,18,7,100,58,16
"1301",0,0.2,0.15,0.491042383883767,0.156893249047642,12153,0.00148099862272055,0.00120452323495886,328,0.0403363862074912,0.179677936993539,0.18893505372107,0.132159558497369,4,4,5,5,2,1,3,1,153,11,53,70,2,11,67,53
"1302",0,0.2,0.15,0.498464083817399,0.159954267245749,10056,0.0276731629505685,0.00255779705809544,331,0.0170271937735379,0.0450873232912272,0.0549061045981944,0.0544610132463276,5,4,4,5,2,1,2,1,141,12,6,15,219,41,4,23
"1303",0,0.2,0.15,0.500049686972076,0.172257697960665,10371,0.0451327673429158,0.0110149572034133,347,0.188767867768183,0.188694991730154,0.0258317953441292,0.166689763125032,4,5,5,4,2,4,2,2,5,64,160,37,4,154,11,75
"1304",0,0.2,0.15,0.486780113521639,0.15354583161242,13010,0.00301941660068833,0.00181615089032703,318,0.120420134952292,0.120878810808063,0.0249266888480634,0.0589201848488301,4,5,4,4,3,2,2,1,84,83,151,12,56,82,123,12
"1305",0,0.2,0.15,0.501519350532253,0.172729613633941,11750,0.00097330799700177,0.000649640402911983,346,0.162714842986315,0.0520855542737991,0.144881178531796,0.181218430260196,5,4,4,4,2,1,2,1,48,33,107,6,82,45,94,6
"1306",0,0.2,0.15,0.487124255952381,0.157722386176944,11691,0.00296572290010633,0.00092229200454763,320,0.0209300255868584,0.140211491845548,0.105591996852309,0.16158704017289,4,5,5,4,1,2,1,2,2,24,13,24,2,22,64,22
"1307",0,0.2,0.15,0.486000988528945,0.167922736603263,11621,0.0042968530744408,0.00173815388009534,354,0.161496677808464,0.195615145051852,0.191586743295193,0.152546371286735,5,5,4,4,2,2,2,2,260,22,13,101,38,20,12,66
"1308",0,0.2,0.15,0.47638245304683,0.181975195224793,14396,0.000544025416277141,0.000640239709745299,356,0.0487498781178147,0.158402085164562,0.0680124705657363,0.194412500131875,5,4,4,4,2,1,2,2,104,58,67,10,65,120,48,15
"1309",0,0.2,0.15,0.486752017513736,0.166365435544461,11239,0.00153099412102431,0.0013370937278169,336,0.0643018357921392,0.143785500805825,0.0581746773794293,0.186453962652013,4,4,5,5,2,1,1,2,190,3,21,45,1,3,17,72
"1401",0,0.2,0.2,0.493561447949615,0.210183009303135,15190,0.00144770669753008,0.000750469609666315,431,0.0403363862074912,0.179677936993539,0.18893505372107,0.132159558497369,4,4,5,5,1,2,2,1,9,96,29,2,23,118,29,2
"1402",0,0.2,0.2,0.491367204858539,0.205977550336536,14059,0.00478374459638894,0.000812166939459403,430,0.0170271937735379,0.0450873232912272,0.0549061045981944,0.0544610132463276,5,4,4,5,1,2,2,1,2,39,4,23,2,33,3,35
"1403",0,0.2,0.2,0.465715170428844,0.212077064758912,12666,0.00400691109437095,0.00184975201891732,453,0.188767867768183,0.188694991730154,0.0258317953441292,0.166689763125032,4,5,5,4,2,3,2,1,83,14,165,1,61,12,151,1
"1404",0,0.2,0.2,0.489246011067272,0.195933420994103,14316,0.00431619244895391,0.00211068599433188,404,0.120420134952292,0.120878810808063,0.0249266888480634,0.0589201848488301,4,5,4,4,2,3,1,1,33,277,1,3,27,213,1,2
"1405",0,0.2,0.2,0.508324832519045,0.2286367331404,12941,0.000399185795089219,0.000551952562819223,426,0.162714842986315,0.0520855542737991,0.144881178531796,0.181218430260196,5,4,4,4,2,1,2,1,48,10,9,86,45,10,9,64
"1406",0,0.2,0.2,0.478539016086743,0.200475176069894,14821,0.00202331838699521,0.000632942253330618,423,0.0209300255868584,0.140211491845548,0.105591996852309,0.16158704017289,4,5,5,4,1,2,2,2,13,44,125,10,11,26,117,10
"1407",0,0.2,0.2,0.474641512234033,0.210998663842668,15124,0.0044838755902044,0.00145720266612182,453,0.161496677808464,0.195615145051852,0.191586743295193,0.152546371286735,5,5,4,4,1,2,2,2,30,384,158,95,23,4,182,61
"1408",0,0.2,0.2,0.469629215043251,0.209138382704994,13992,0.000439054928009339,0.000519269952425109,451,0.0487498781178147,0.158402085164562,0.0680124705657363,0.194412500131875,5,4,4,4,1,1,2,2,5,8,73,320,4,7,60,8
"1409",0,0.2,0.2,0.511033321850475,0.22293665242079,14867,0.000978468120521936,0.0011375318994902,421,0.0643018357921392,0.143785500805825,0.0581746773794293,0.186453962652013,4,4,5,5,1,2,1,2,14,43,36,406,14,37,39,2
"1410",0,0.2,0.2,0.460473403220848,0.181008066758426,13492,0.0131803798853132,0.00162911341760666,398,0.0887447175569832,0.0268152300734073,0.0781315579544753,0.0738631543703377,4,4,4,4,1,1,3,1,14,12,21,3,11,9,18,3
"1501",0,0.2,0.25,0.481759080990887,0.255446637072265,17489,0.00042030697920981,0.000703742065598885,530,0.0403363862074912,0.179677936993539,0.18893505372107,0.132159558497369,4,4,5,5,1,2,2,2,53,334,274,264,34,245,257,210
"1502",0,0.2,0.25,0.494901753142848,0.263583077445683,15375,0.00248418204042081,0.000639184337502601,521,0.0170271937735379,0.0450873232912272,0.0549061045981944,0.0544610132463276,5,4,4,5,2,2,2,2,158,374,1,234,104,7,1,91
"1503",0,0.2,0.25,0.472263148425183,0.257497005244029,16376,0.00201053564975387,0.00165255026488817,547,0.188767867768183,0.188694991730154,0.0258317953441292,0.166689763125032,4,5,5,4,2,2,2,2,381,9,68,81,325,9,53,61
"1504",0,0.2,0.25,0.508446152410567,0.268097698841601,17122,0.00279679727548668,0.001770514368471,511,0.120420134952292,0.120878810808063,0.0249266888480634,0.0589201848488301,4,5,4,4,2,2,2,2,104,13,153,90,84,11,154,68
"1505",0,0.2,0.25,0.513548605622671,0.267477787308547,14342,0.00140952997521693,0.000672630231050625,521,0.162714842986315,0.0520855542737991,0.144881178531796,0.181218430260196,5,4,4,4,2,1,2,2,11,16,85,325,10,13,11,30
"1506",0,0.2,0.25,0.481827855088367,0.256801004973778,15601,0.000531482354318748,0.000655070508323196,533,0.0209300255868584,0.140211491845548,0.105591996852309,0.16158704017289,4,5,5,4,1,3,2,2,1,63,423,391,1,124,294,276
"1507",0,0.2,0.25,0.507627165191166,0.27968854502718,15940,0.00293158596801316,0.00171047440294219,554,0.161496677808464,0.195615145051852,0.191586743295193,0.152546371286735,5,5,4,4,2,2,2,2,31,136,134,36,61,4,203,63
"1508",0,0.2,0.25,0.480708438789135,0.264966816847975,19068,0.000823290789053776,0.000509632241542776,556,0.0487498781178147,0.158402085164562,0.0680124705657363,0.194412500131875,5,4,4,4,2,1,2,2,364,43,38,18,252,89,31,14
"1509",0,0.2,0.25,0.50197965257989,0.252265170695676,15708,0.000335668995889401,0.000655565776887397,507,0.0643018357921392,0.143785500805825,0.0581746773794293,0.186453962652013,4,4,5,5,1,1,2,2,3,43,399,246,3,28,27,201
"1510",0,0.2,0.25,0.445479428040973,0.225064851898985,17116,0.00679500649969359,0.000896116268527865,503,0.0887447175569832,0.0268152300734073,0.0781315579544753,0.0738631543703377,4,4,4,4,2,2,2,1,341,137,52,46,1,149,125,34
"1601",0,0.2,0.3,0.486853439317171,0.309168118412248,18776,0.000170032914883794,0.000618108214729694,634,0.0403363862074912,0.179677936993539,0.18893505372107,0.132159558497369,4,4,5,5,1,1,2,2,31,26,6,334,33,19,5,246
"1602",0,0.2,0.3,0.485696306950379,0.309062703646686,17417,0.0018324861426561,0.000564574053593865,614,0.0170271937735379,0.0450873232912272,0.0549061045981944,0.0544610132463276,5,4,4,5,2,2,3,2,36,3,459,107,1,2,300,57
"1603",0,0.2,0.3,0.459024595866304,0.297917055777569,19695,0.00280556592653709,0.00154736660757621,647,0.188767867768183,0.188694991730154,0.0258317953441292,0.166689763125032,4,5,5,4,2,3,3,2,93,459,616,70,86,306,30,78
"1604",0,0.2,0.3,0.488970482378686,0.287986106154964,18161,0.00131999662555367,0.00150820633189228,592,0.120420134952292,0.120878810808063,0.0249266888480634,0.0589201848488301,4,5,4,4,2,2,3,1,54,104,281,2,52,130,134,2
"1605",0,0.2,0.3,0.48963089571264,0.314881352600191,17367,0.00083912961259193,0.000595243987743815,633,0.162714842986315,0.0520855542737991,0.144881178531796,0.181218430260196,5,4,4,4,2,1,2,2,12,7,98,25,8,5,151,18
"1606",0,0.2,0.3,0.480353769554434,0.300118809337301,18205,0.00222423161674622,0.000735282502602408,634,0.0209300255868584,0.140211491845548,0.105591996852309,0.16158704017289,4,5,5,4,1,2,2,2,23,93,255,18,21,3,208,17
"1607",0,0.2,0.3,0.485469515669516,0.321763792740981,16493,0.00255264987644716,0.0010548517975031,650,0.161496677808464,0.195615145051852,0.191586743295193,0.152546371286735,5,5,4,4,2,2,3,2,503,5,101,213,332,5,38,194
"1608",0,0.2,0.3,0.482550427350427,0.321633921240445,18344,0.000860308859410336,0.000423794747934093,650,0.0487498781178147,0.158402085164562,0.0680124705657363,0.194412500131875,5,4,4,4,2,2,3,2,264,103,154,21,140,173,189,106
"1609",0,0.2,0.3,0.481819021613943,0.282436775142612,18634,0.000627271966135758,0.000557242608170595,592,0.0643018357921392,0.143785500805825,0.0581746773794293,0.186453962652013,4,4,5,5,2,1,1,2,45,3,7,79,34,3,6,74
"1610",0,0.2,0.3,0.467726174947066,0.283737258202087,20661,0.00030671948322443,0.000760466104205063,608,0.0887447175569832,0.0268152300734073,0.0781315579544753,0.0738631543703377,4,4,4,4,2,2,2,2,443,102,541,210,5,150,352,114
"1701",0,0.2,0.35,0.492523804001907,0.356830561783786,20052,0.00153533073217865,0.000755157393156623,738,0.0403363862074912,0.179677936993539,0.18893505372107,0.132159558497369,4,4,5,5,2,2,2,2,102,506,131,119,74,311,122,106
"1702",0,0.2,0.35,0.492829078553812,0.349426141885647,19099,0.00127226988535517,0.000542375806640065,708,0.0170271937735379,0.0450873232912272,0.0549061045981944,0.0544610132463276,5,4,4,5,2,2,2,2,356,116,3,269,261,102,3,135
"1703",0,0.2,0.35,0.469908872158443,0.346813343557617,20816,0.000958292994044936,0.00271147150606479,734,0.188767867768183,0.188694991730154,0.0258317953441292,0.166689763125032,4,5,5,4,2,2,2,2,13,29,236,25,11,100,218,21
"1704",0,0.2,0.35,0.493175683150791,0.333274619283122,20335,0.0015578468381371,0.00166532840877964,690,0.120420134952292,0.120878810808063,0.0249266888480634,0.0589201848488301,4,5,4,4,2,2,2,2,149,47,111,66,104,169,63,79
"1705",0,0.2,0.35,0.507149444502039,0.365693302833433,16469,0.00122793436496207,0.000594408735855881,728,0.162714842986315,0.0520855542737991,0.144881178531796,0.181218430260196,5,4,4,4,2,2,3,1,1,234,648,1,1,135,377,1
"1706",0,0.2,0.35,0.485560706458462,0.363279284989784,19166,0.00046568210640295,0.000607440118470961,744,0.0209300255868584,0.140211491845548,0.105591996852309,0.16158704017289,4,5,5,4,2,2,2,2,452,69,733,117,6,34,415,327
"1707",0,0.2,0.35,0.5002267878621,0.374923915780513,17432,0.00117048437448994,0.000894524789427155,749,0.161496677808464,0.195615145051852,0.191586743295193,0.152546371286735,5,5,4,4,2,2,2,2,238,240,453,497,145,2,177,299
"1708",0,0.2,0.35,0.486389111289031,0.371961457611576,23199,0.000384566680406234,0.000420712604582283,751,0.0487498781178147,0.158402085164562,0.0680124705657363,0.194412500131875,5,4,4,4,1,1,2,2,35,15,10,6,48,17,10,6
"1709",0,0.2,0.35,0.488581222233975,0.339516246383208,19552,0.000324905075204931,0.000488236553364649,696,0.0643018357921392,0.143785500805825,0.0581746773794293,0.186453962652013,4,4,5,5,2,2,1,2,409,465,1,166,3,316,1,197
"1710",0,0.2,0.35,0.499061714349232,0.364340363236229,20906,0.000839422602982864,0.000563413524005128,713,0.0887447175569832,0.0268152300734073,0.0781315579544753,0.0738631543703377,4,4,4,4,2,2,2,2,193,329,330,504,124,155,45,307
"1801",0,0.2,0.4,0.497324552904544,0.429134428222848,20312,0.00115443995913091,0.000715792178474991,843,0.0403363862074912,0.179677936993539,0.18893505372107,0.132159558497369,4,4,5,5,1,1,3,2,11,36,356,22,13,23,27,53
"1802",0,0.2,0.4,0.484906225713724,0.395925781648805,19506,0.00076161294177695,0.000461993165495686,803,0.0170271937735379,0.0450873232912272,0.0549061045981944,0.0544610132463276,5,4,4,5,1,2,2,2,2,755,138,255,2,6,175,287
"1803",0,0.2,0.4,0.487994445583301,0.4007520870573,21664,0.00766333471997874,0.00448391477863706,829,0.188767867768183,0.188694991730154,0.0258317953441292,0.166689763125032,4,5,5,4,2,2,2,3,60,86,124,707,40,74,6,14
"1804",0,0.2,0.4,0.486220833333333,0.391148319394331,20465,0.00281815447323676,0.000777404264348259,800,0.120420134952292,0.120878810808063,0.0249266888480634,0.0589201848488301,4,5,4,4,2,2,1,1,589,115,6,57,11,76,12,58
"1805",0,0.2,0.4,0.487125435701144,0.411455747847621,20266,0.000374743485694912,0.000460821064567918,837,0.162714842986315,0.0520855542737991,0.144881178531796,0.181218430260196,5,4,4,4,2,2,2,2,251,428,774,579,287,2,7,352
"1806",0,0.2,0.4,0.497760097956747,0.425551773049761,24307,0.0012160731305984,0.000649557843060793,853,0.0209300255868584,0.140211491845548,0.105591996852309,0.16158704017289,4,5,5,4,2,2,3,3,348,742,638,42,177,14,377,61
"1807",0,0.2,0.4,0.47900445904909,0.408166580067438,19868,0.000439688148949249,0.000753323017417015,854,0.161496677808464,0.195615145051852,0.191586743295193,0.152546371286735,5,5,4,4,3,2,2,2,121,243,240,451,129,11,102,290
"1808",0,0.2,0.4,0.47909062135188,0.402440434675427,23032,0.000461199525016789,0.000371572980221742,836,0.0487498781178147,0.158402085164562,0.0680124705657363,0.194412500131875,5,4,4,4,2,2,2,2,94,321,29,211,69,439,26,93
"1809",0,0.2,0.4,0.46938849762208,0.37856941162858,20640,0.000363942963132816,0.000443033404150454,805,0.0643018357921392,0.143785500805825,0.0581746773794293,0.186453962652013,4,4,5,5,2,1,2,2,569,4,21,53,17,6,16,34
"1810",0,0.2,0.4,0.464395993919862,0.379612756676083,22350,0.000504077175845598,0.000409027289763423,808,0.0887447175569832,0.0268152300734073,0.0781315579544753,0.0738631543703377,4,4,4,4,2,2,3,2,238,5,495,504,242,5,436,6
"1901",0,0.2,0.45,0.478728453747495,0.468001122458233,21208,0.00108243033816544,0.00064309126873909,941,0.0403363862074912,0.179677936993539,0.18893505372107,0.132159558497369,4,4,5,5,1,2,2,2,11,4,152,372,15,7,86,1
"1902",0,0.2,0.45,0.493236000440493,0.441858255439906,22897,0.000218364652238262,0.000422061686095738,899,0.0170271937735379,0.0450873232912272,0.0549061045981944,0.0544610132463276,5,4,4,5,2,1,2,2,747,8,35,428,1,8,50,355
"1903",0,0.2,0.45,0.483488476516094,0.439737580794362,21887,0.00429957820542678,0.00269542854182908,918,0.188767867768183,0.188694991730154,0.0258317953441292,0.166689763125032,4,5,5,4,2,3,2,2,159,754,107,2,175,405,82,2
"1904",0,0.2,0.45,0.504779697204969,0.449983564108043,21671,0.00052547311701065,0.000586151057536861,896,0.120420134952292,0.120878810808063,0.0249266888480634,0.0589201848488301,4,5,4,4,2,2,2,2,702,236,192,120,8,245,97,134
"1905",0,0.2,0.45,0.501779227146325,0.458976443292965,20028,0.000543904210118365,0.000417325004081525,932,0.162714842986315,0.0520855542737991,0.144881178531796,0.181218430260196,5,4,4,4,3,1,1,2,125,43,7,640,23,38,10,78
"1906",0,0.2,0.45,0.493439715423733,0.465231120237994,23763,0.000551806986181944,0.000622712843217238,955,0.0209300255868584,0.140211491845548,0.105591996852309,0.16158704017289,4,5,5,4,2,2,2,2,920,933,628,40,439,442,378,71
"1907",0,0.2,0.45,0.490095180186146,0.462280969596928,20159,0.000315449413809954,0.000619752846243143,942,0.161496677808464,0.195615145051852,0.191586743295193,0.152546371286735,5,5,4,4,2,2,2,1,388,196,8,19,120,102,9,16
"1908",0,0.2,0.45,0.485408512511645,0.459929830714729,24238,0.000182075653005098,0.000311624623995313,947,0.0487498781178147,0.158402085164562,0.0680124705657363,0.194412500131875,5,4,4,4,2,2,1,2,175,216,23,148,202,25,30,219
"1909",0,0.2,0.45,0.478113760046949,0.434632051736891,22557,0.000331502056816861,0.000382331729842235,909,0.0643018357921392,0.143785500805825,0.0581746773794293,0.186453962652013,4,4,5,5,2,2,2,2,576,164,162,195,6,9,117,149
"1910",0,0.2,0.45,0.48646666484957,0.436161914291768,23013,0.000134845772290226,0.000396853463052014,903,0.0887447175569832,0.0268152300734073,0.0781315579544753,0.0738631543703377,4,4,4,4,2,1,1,1,742,25,11,18,413,23,11,18
"2001",0,0.3,0,0.687339008142117,0.127791318119489,2025,0.557406309464262,0.197964870214895,70,0.0605045793112367,0.269516905490309,0.283402580581605,0.198239337746054,4,4,5,5,2,4,2,2,17,1,40,17,8,1,25,8
"2002",0,0.3,0,0.623234207476094,0.0275906301854306,1474,0.0219762454426256,0.00496142660995074,28,0.0255407906603068,0.0676309849368408,0.0823591568972915,0.0816915198694915,5,4,4,5,0,1,3,1,1,2,1,24,1,2,1,22
"2003",0,0.3,0,0.805300245098039,0.178715212381057,1526,0.728523475299274,0.462318496114366,96,0.283151801652275,0.28304248759523,0.0387476930161938,0.250034644687548,4,5,5,4,4,5,1,4,2,44,31,1,2,38,32,1
"2004",0,0.3,0,0.692949166084091,0.0808040929367819,2173,0.73546588103663,0.266060930195791,62,0.180630202428438,0.181318216212094,0.037390033272095,0.0883802772732452,4,5,4,4,4,1,1,3,1,7,28,27,1,6,17,16
"2005",0,0.3,0,0.783941244909831,0.194568082026705,1787,0.480665896010745,0.342216296502163,90,0.244072264479473,0.0781283314106986,0.217321767797694,0.271827645390294,5,4,4,4,4,2,4,4,88,4,12,1,12,3,10,1
"2006",0,0.3,0,0.706776344797178,0.0778689113683103,1846,0.609901858979331,0.218517528142378,56,0.0313950383802876,0.210317237768322,0.158387995278463,0.242380560259335,4,5,5,4,1,2,2,4,14,38,24,1,12,32,20,1
"2007",0,0.3,0,0.752089597187869,0.148731802398543,2171,0.666836403812857,0.338926850889766,107,0.242245016712695,0.293422717577778,0.287380114942789,0.228819556930102,5,5,4,4,2,2,4,4,8,2,1,2,5,2,1,2
